kelime,kok
hareketiyle,hareket:iyle
hareketi,hareket:i
gündüzleri,gündüzleri
dikilmiş,dikil:miş
bakkaldan,bakkal:dan
çokça,çok:ça
mecburen,mecburen
acıyan,acı:yan
umarak,um:arak
sayı,sayı
yarabbi,yarabbi
kırk,kırk
yazılanları,yaz:ılanları
parçalayabilirdi,parçala:yabilirdi
çalışkanlığı,çalışkan:lığı
yapmakla,yap:makla
kuyunun,kuyu:nun
artıran,artır:an
çalışsam,çalış:sam
kıvrılıp,kıvrıl:ıp
basıyorlar,bas:ıyorlar
vücuduna,vücut:una
isterken,iste:rken
deve,deve
çalmasını,çalma:sını
geçmez,geç:mez
düşüncelerim,düşünce:lerim
müddet,müddet
düşüncelerin,düşünce:lerin
niyetin,niyet:in
niyetim,niyet:im
karaladığım,karala:dığım
vücudunu,vücut:unu
sözleri,söz:leri
dileme,dile:me
geçmek,geç:mek
gidiyor,git:iyor
birinden,biri:nden
aracılıktan,aracı:lıktan
sonrasını,sonra:sını
nöbetçi,nöbet:çi
dolaşmıştım,dolaş:mıştım
zayıf,zayıf
sorgular,sorgula:r
aydınlatıyordu,aydınlat:ıyordu
eniştem,enişte:m
merdivenlerde,merdiven:lerde
getiriverse,getir:iverse
aşktı,aşk:tı
perişandı,perişan:dı
toplayıp,topla:yıp
sakın,sakın
domuzdu,domuz:du
şüphesiz,şüphe:siz
oyuklarını,oyuk:larını
penilik,peni:lik
üstü,üst:ü
sezdi,sez:di
beşli,beş:li
bükülen,bük:ülen
kafamı,kafa:mı
başvuruyordu,başvur:uyordu
içtim,iç:tim
hakkı,hak:kı
istisnaları,istisna:ları
hüviyetiyle,hüviyet:iyle
sevmek,sev:mek
tamamla,tamamla
muvafık,muvafık
sevmem,sev:mem
bekleyeceğiz,bekle:yeceğiz
edilmediğim,et:ilmediğim
sabah,sabah
şaşırttı,şaşır:ttı
boğazıma,boğaz:ıma
geçtikçe,geç:tikçe
gönderilmiş,gönder:ilmiş
sırıtabildiğini,sırıt:abildiğini
kapısını,kapı:sını
aramaları,ara:maları
şımarık,şımarık
terk,terk
çekmesinin,çekme:sinin
sapmıştım,sap:mıştım
opera,opera
kopardım,kopar:dım
aklın,akıl:ın
tepesinden,tepe:sinden
onaylamaya,onayla:maya
aklım,akıl:m
hepsini,hepsi:ni
dökülüyorlardı,dök:ülüyorlardı
tesirliydiler,tesir:liydiler
aynalı,aynalı
demirini,demiri:ni
ters,ters
bırakılıyor,bırak:ılıyor
sergisini,sergi:sini
burnunu,burun:unu
yüzünden,yüz:ünden
kuştu,kuş:tu
kapıya,kapı:ya
kapamakla,kapa:makla
dördüydü,dört:üydü
bunlardı,bun:lardı
iyisi,iyi:si
gitmemiştim,git:memiştim
etrafına,etraf:ına
etmekten,et:mekten
boyundan,boyun:dan
farklı,farklı
sevmiyorum,sev:miyorum
seçerdim,seç:erdim
kadında,kadı:nda
sırtına,sırt:ına
çimdiklemeye,çimdikle:meye
konuştuğu,konuş:tuğu
mukadderatlarını,mukadderat:larını
saadet,saadet
imzalamadıysan,imzala:madıysan
adımlarını,adım:larını
rabıtayı,rabıta:yı
duraklayarak,durakla:yarak
istemeyiz,iste:meyiz
yaşlısın,yaşlı:sın
geçenlere,geçen:lere
beraber,beraber
küçüklü,küçüklü
geceki,geceki
zavallılığının,zavallı:lığının
başladığım,başla:dığım
nefesinin,nefes:inin
yataktan,yatak:tan
sarardınız,sarar:dınız
hareketlerimle,hareket:lerimle
sözcük,sözcük
oluverecekmiş,ol:uverecekmiş
saçmalamaya,saçmala:maya
amma,amma
görünen,gör:ünen
bıkkınlık,bıkkın:lık
tuvaletleri,tuvalet:leri
atmadı,at:madı
olanların,ol:anların
ceza,ceza
başlarından,baş:larından
evladım,evlat:ım
hazindi,hazin:di
yolculuğun,yolcu:luğun
fırsat,fırsat
boyunlarına,boyun:larına
edilebileceğini,et:ilebileceğini
besbelli,besbelli
kapısına,kapı:sına
giz,giz
huylu,huy:lu
kızdım,kız:dım
aklına,akıl:ına
batıl,batıl
kuruşluk,kuruş:luk
mevsimde,mevsim:de
çekilmişti,çekil:mişti
rüzgarla,rüzgar:la
vaziyet,vaziyet
şiline,şilin:e
ekmeğini,ekmek:ini
tavrında,tavır:nda
ayaklarında,ayak:larında
ahlakı,ahlak:ı
oyduk,o:yduk
holden,hol:den
beklemiştim,bekle:miştim
derinden,derin:den
almıştı,al:mıştı
buruşturup,buruştur:up
çıktığını,çık:tığını
gözlerimle,göz:lerimle
sıkıştırıp,sıkış:tırıp
dizinin,dizin:in
dertleriyle,dert:leriyle
kessinler,kes:sinler
bırakamam,bırak:amam
kesmeyeceğim,kes:meyeceğim
neysek,ne:ysek
çıktığında,çık:tığında
alay,alay
arasından,ara:sından
sevecek,sev:ecek
zaaflarına,zaaf:larına
esnedi,esne:di
sert,sert
tekme,tekme
merdiven,merdiven
karısının,karı:sının
çalıştığımı,çalış:tığımı
yokmuş,yok:muş
idama,idam:a
tutarım,tut:arım
bakışları,bakış:ları
aydınlık,aydınlık
sınıf,sınıf
kafama,kafa:ma
sığdığı,sığ:dığı
yıkanıp,yıka:nıp
senelerinden,sene:lerinden
ana,ana
bizimkiler,bizimki:ler
hoşlanmıyordu,hoşlan:mıyordu
faydası,fayda:sı
yaratık,yaratık
ani,ani
ediliyor,et:iliyor
nefsime,nefis:me
karşısındakinin,karşı:sındakinin
karıştırsın,karış:tırsın
neticeye,netice:ye
öksürüyordu,öksür:üyordu
kışından,kış:ından
gözümle,göz:ümle
bağrını,bağır:nı
mantığını,mantık:ını
geceden,gece:den
şevk,şevk
şaşkınlığı,şaşkın:lığı
ahengine,ahenk:ine
çıkmış,çık:mış
üzmüştü,üz:müştü
bilsem,bil:sem
tutulmuş,tut:ulmuş
koşmaktan,koş:maktan
kıvırıp,kıvır:ıp
harbe,harp:e
benim,ben:im
soktular,sok:tular
merbut,merbut
seninki,sen:inki
hastaydılar,hasta:ydılar
çalışabilirsin,çalış:abilirsin
baksan,bak:san
yordamıyla,yordam:ıyla
sebze,sebze
hoşlanmadı,hoşlan:madı
imtihanlarının,imtihan:larının
yaşıyordum,yaşa:yordum
bilmiyorsanız,bil:miyorsanız
edişi,et:işi
kapıyı,kapı:yı
yetmesini,yet:mesini
gayri,gayri
götürerek,götür:erek
gördükten,gör:dükten
bazıları,bazı:ları
buruşukluklar,buruşuk:luklar
ifadesizliklerine,ifade:sizliklerine
olduğuydu,ol:duğuydu
tepeler,tep:eler
refakat,refakat
itiyadı,itiyat:ı
etmesi,et:mesi
farkla,fark:la
çekmeceyi,çekmece:yi
şaşkınlığımı,şaşkın:lığımı
konmaya,kon:maya
sırtını,sırt:ını
tarafının,taraf:ının
öğretirdi,öğret:irdi
dolaştığım,dolaş:tığım
kaydıyla,kayıt:yla
gidemeyeceğimi,git:emeyeceğimi
ileriden,ileri:den
tasvirine,tasvir:ine
çehre,çehre
anlamadığım,anla:madığım
koltuğa,koltuk:a
çıkmıyordu,çık:mıyordu
biriktirerek,birik:tirerek
saadeti,saadet:i
ocağına,ocak:ına
gelmediği,gel:mediği
kahvaltılarını,kahvaltı:larını
sokakları,sokak:ları
buğulanarak,buğula:narak
koyu,koyu
geleceğini,gelecek:ini
yalnızlıklarından,yalnız:lıklarından
boylu,boy:lu
dönüyorlar,dön:üyorlar
doluydu,dolu:ydu
yaşadığım,yaşa:dığım
hareketidir,hareket:idir
desem,de:sem
bittikten,bit:tikten
yapmalı,yap:malı
sallana,salla:na
gezdirerek,gez:direrek
hafifçe,hafif:çe
aptalı,aptal:ı
çirkin,çirkin
değiştirdiniz,değiş:tirdiniz
gittik,git:tik
tabağın,tabak:ın
gittim,git:tim
getir,getir
sığamıyoruz,sığa:mıyoruz
sermek,ser:mek
dinle,din:le
serilmek,ser:ilmek
dönemeyeceğimden,dön:emeyeceğimden
pipoları,pipo:ları
getirdiğim,getir:diğim
mindere,minder:e
uzatıyor,uzat:ıyor
dayanmak,dayan:mak
sürüp,sür:üp
öğüdü,öğüt:ü
çalmaya,çal:maya
alınıyorsun,alın:ıyorsun
onlar,onlar
telefonda,telefon:da
hademeyi,hademe:yi
kabını,kap:ını
sarsabilecek,sars:abilecek
oradakilerin,ora:dakilerin
zamanında,zaman:ında
tırmanmaya,tırman:maya
yüzlü,yüz:lü
bağrışarak,bağrış:arak
ahbap,ahbap
selamlamak,selamla:mak
geliyorsunuz,gel:iyorsunuz
getirmeyiz,getir:meyiz
değişmişsem,değiş:mişsem
kendisinden,kendi:sinden
saçlarla,saç:larla
ağzıyla,ağız:ıyla
minnet,minnet
çevirenin,çevir:enin
annemizi,anne:mizi
özenle,özen:le
otlar,otla:r
başlamış,başla:mış
öğrenmiş,öğren:miş
kaldılar,kal:dılar
gezintisi,gezinti:si
sabunlara,sabun:lara
gecenin,gece:nin
bırakacaktım,bırak:acaktım
tercüme,tercüme
askerleri,asker:leri
düşününce,düşün:ünce
ulaşmak,ulaş:mak
sualim,sual:im
çarptırıp,çarp:tırıp
yeise,yeis:e
dostluğumuzu,dostluk:umuzu
şaşıracağını,şaşır:acağını
vermiştin,ver:miştin
dayandı,dayan:dı
büyüyor,büyü:yor
alışverişi,alışveriş:i
güründüler,gür:ündüler
artıyor,art:ıyor
ücretini,ücret:ini
ihtiva,ihtiva
münasebetleri,münasebet:leri
oyununa,oyun:una
ökseye,ökse:ye
ücretine,ücret:ine
anlatmazdım,anlat:mazdım
mahluku,mahluk:u
durduğumuz,dur:duğumuz
cihetlere,cihet:lere
yaşadığı,yaşa:dığı
mefhum,mefhum
verilsin,ver:ilsin
bilmiyorum,bil:miyorum
paltosunun,palto:sunun
aklından,akıl:ından
teraviye,teravi:ye
olmamıştım,ol:mamıştım
parmağını,parmak:ını
eniştelerinin,enişte:lerinin
neticesine,netice:sine
konuşurken,konuş:urken
kayıyorlardı,kay:ıyorlardı
silkinip,silkin:ip
olmayanlar,ol:mayanlar
böyleyim,böyle:yim
yavrusu,yavru:su
bankadan,banka:dan
isteyebilirdim,iste:yebilirdim
yürüyelim,yürü:yelim
oğlunu,oğul:unu
hocalar,hoca:lar
kirpisini,kirpi:sini
pişirmek,pişir:mek
ümitler,ümit:ler
kesmek,kes:mek
alamayınca,al:amayınca
oğluna,oğul:una
kirpisine,kirpi:sine
hepsi,hepsi
tamir,tamir
bulunmuşlar,bulun:muşlar
konuşmasını,konuş:masını
verici,verici
kanları,kan:ları
kapanarak,kapan:arak
yardımda,yard:ımda
gövdesini,gövde:sini
girip,gir:ip
olmasaydı,ol:masaydı
anlattığına,anlat:tığına
gülümsedi,gülümse:di
çabuk,çabuk
kalabalıktı,kalabalık:tı
anlaşılıyordu,anlaş:ılıyordu
düşünürdüm,düşün:ürdüm
hissederek,hisset:erek
denemek,dene:mek
musallat,musallat
görmemiş,gör:memiş
soğanı,soğan:ı
getirmekten,getir:mekten
şirketin,şirket:in
iradeli,irade:li
şiddetlenivermesinden,şiddetlen:ivermesinden
denemesini,deneme:sini
bakımevlerinde,bakımev:lerinde
evlatlarına,evlat:larına
buluvermek,bul:uvermek
yerden,yer:den
odasından,oda:sından
arkadaşlarıma,arkadaş:larıma
içerdik,içer:dik
sıkılganlık,sıkılgan:lık
yüzünüzden,yüz:ünüzden
inkisarlarımız,inkisar:larımız
sarılı,sarıl:ı
kuşlar,kuş:lar
akşamüstü,akşamüstü
karşılaşırsınız,karşılaş:ırsınız
hafiflemeyen,hafifle:meyen
sence,se:nce
sevgilerle,sevgi:lerle
sıkılganlığım,sıkılgan:lığım
diyemiyorlar,de:iyemiyorlar
evlerden,ev:lerden
kaptırdık,kap:tırdık
görünmedi,gör:ünmedi
mezara,mezar:a
yüzemezsin,yüz:emezsin
demez,de:mez
nebatları,nebat:ları
sedir,sedir
hayalperestliğimde,hayalperest:liğimde
omuz,omuz
kenarlarda,kenar:larda
müessesenin,müessese:nin
yaklaşırsın,yaklaş:ırsın
mukaddes,mukaddes
yanık,yanık
tenha,tenha
alıyordu,al:ıyordu
varmadan,var:madan
nesi,ne:si
yalayıp,yala:yıp
tavsiyeleriyle,tavsiye:leriyle
insanlardan,insan:lardan
tuttuğu,tut:tuğu
devlet,devlet
prusya'ya,prusya:'ya
kurtulmak,kurtul:mak
buradayım,bura:dayım
dostlarım,dost:larım
çapkın,çapkın
kanıtlamaz,kanıtla:maz
akrabamdır,akraba:mdır
mezgitle,mezgit:le
burnumun,burun:mun
kurtulmaz,kurtul:maz
yaşamamış,yaşa:mamış
hayatlarından,hayat:larından
kurumuyorlar,kuru:muyorlar
yalnızlığını,yalnız:lığını
masanızı,masa:nızı
giydirecek,giy:direcek
söylenmesinden,söylen:mesinden
yapmadığımı,yap:madığımı
dokunan,dokun:an
ettiğimden,et:tiğimden
dirseğime,dirsek:ime
ödülleri,ödül:leri
parlıyor,parla:yor
neleri,ne:leri
safasına,safa:sına
bakmadınız,bak:madınız
polise,polis:e
öldürürler,öldür:ürler
yorganın,yorga:nın
koşarcasına,koş:arcasına
yürümem,yürü:mem
izleyen,izle:yen
söylediğin,söyle:diğin
çoraplarını,çorap:larını
düşmek,düş:mek
söylediğim,söyle:diğim
karıştırıyordu,karış:tırıyordu
kaldırışları,kaldır:ışları
gözüyle,göz:üyle
sarhoşluğum,sarhoş:luğum
gitmeye,git:meye
misafirler,misafir:ler
beye,bey:e
kaçmıyordu,kaç:mıyordu
affedilmeyeceğini,affet:ilmeyeceğini
tıkanırcasına,tıkan:ırcasına
beyi,be:yi
kahveye,kahve:ye
mahut,mahut
söyleyememiş,söyle:yememiş
karıştırdı,karış:tırdı
tüttürüyor,tüttür:üyor
göbeğine,göbek:ine
değiştiriyorlardı,değiş:tiriyorlardı
değişmeye,değiş:meye
nazarında,nazarında
geçirerek,geçir:erek
duymayacağımdan,duy:mayacağımdan
çıkacağım,çık:acağım
aralığına,aralık:ına
arttıkça,art:tıkça
gelmemişti,gel:memişti
uzaklaştım,uzaklaş:tım
bahçıvanları,bahçıvan:ları
yapıştırılan,yapış:tırılan
açıp,aç:ıp
bahçıvanı,bahçıvan:ı
tembih,tembih
evvelki,evvelki
yeter,yeter
tuhaftı,tuhaf:tı
götürmüştü,götür:müştü
uyuduğunu,uyu:duğunu
öğreniyorlardı,öğren:iyorlardı
kırpıyor,kırp:ıyor
etmen,etmen
meşgul,meşgul
etmem,et:mem
çaydanlığın,çaydanlık:ın
etmek,et:mek
bugünleri,bugün:leri
saatime,saat:ime
yokluğundan,yokluk:undan
öte,öte
mahkum,mahkum
tespit,tespit
içerisi,içeri:si
saatimi,saat:imi
atmaktan,at:maktan
kımıldıyordum,kımılda:yordum
evlenmiş,evlen:miş
kesilir,kes:ilir
atladı,atla:dı
güneş,güneş
yarışın,yarış:ın
eğlendirmişe,eğlen:dirmişe
sevinçle,sevinç:le
yokuşunun,yokuş:unun
esiyordu,es:iyordu
görünmeyecek,gör:ünmeyecek
içerlemek,içerle:mek
şaşıyorum,şaş:ıyorum
girince,gir:ince
yollarımız,yol:larımız
sözlerini,söz:lerini
işlerinin,iş:lerinin
anlatmama,anlat:mama
hafızamda,hafıza:mda
doğrularak,doğrul:arak
dinlesin,dinle:sin
tutmuştum,tut:muştum
oo,oo
on,on
ol,ol
ok,ok
geçenleri,geçen:leri
başlanamayacağını,başla:namayacağını
oh,oh
of,of
gittiler,git:tiler
fırçaların,fırça:ların
karar,karar
açıktayım,açık:tayım
bunlar,bun:lar
iktifa,iktifa
oturuverdi,otur:uverdi
kafanız,kafa:nız
bıyıklarını,bıyık:larını
buluyorsa,bula:yorsa
ettiğimiz,et:tiğimiz
düşürmüyordu,düşür:müyordu
uykusunu,uyku:sunu
davranırsa,davran:ırsa
vermeyi,ver:meyi
vermeye,ver:meye
yedek,yedek
aralıktı,aralık:tı
garp,garp
müstağni,müstağni
bırak,bırak
haksız,hak:sız
gözüme,göz:üme
valesi,vale:si
bahçıvanlara,bahçıvan:lara
hoşunuza,hoş:unuza
fayda,fay:da
memurla,memur:la
kısımlarındaki,kısım:larındaki
pencerenin,pencere:nin
parlatır,parla:tır
çağırmayı,çağır:mayı
berlin'e,berlin:'e
sesimizi,ses:imizi
anlayınız,anla:yınız
hastalığınızı,hastalık:ınızı
girebileceğini,gir:ebileceğini
içindekileri,içindekiler:i
yaparsanız,yap:arsanız
dalarak,dal:arak
pervasızca,perva:sızca
anlayabilecek,anla:yabilecek
gibi,gibi
yuvarlak,yuvarlak
düşünmekten,düşün:mekten
sözler,sözle:r
arzuların,arzu:ların
muktedir,muktedir
kurulmuş,kur:ulmuş
ilgilen,ilgilen
çeşmeler,çeşme:ler
lokanta,lokanta
sokulup,sokul:up
mazurdum,mazur:dum
çıkmıyor,çık:mıyor
düşmanısınız,düşman:ısınız
tavrını,tavır:nı
dolgun,dolgun
renksizdi,renk:sizdi
müsaadesini,müsaade:sini
hissediyorsun,hisset:iyorsun
pervazsızca,pervaz:sızca
halinde,hal:inde
görevini,görev:ini
sarkan,sark:an
buğu,buğu
rengini,renk:ini
kederden,keder:den
düşmüştü,düş:müştü
ensesinin,ense:sinin
verebileceğimi,ver:ebileceğimi
açıklamalar,açıkla:malar
gözünde,göz:ünde
edebiliyorlar,et:ebiliyorlar
koyun,koyun
irkilirsiniz,irkil:irsiniz
muhatapsız,muhatap:sız
açısından,açı:sından
gıpta,gıpta
dökülürken,dök:ülürken
tablolara,tablo:lara
tutuldu,tutul:du
alaycı,alay:cı
başkası,başka:sı
gözlüklerini,gözlük:lerini
gördüğünüz,gör:düğünüz
herkesin,herkes:in
sayıyorlar,say:ıyorlar
koyuyorsun,koy:uyorsun
anlayamayarak,anla:yamayarak
alışır,alış:ır
yapıyorlar,yap:ıyorlar
ilan,ilan
düşündüğünde,düşün:düğünde
maceralardan,macera:lardan
kocasını,koca:sını
ruhuyla,ruh:uyla
kuralları,kural:ları
damlalarını,damla:larını
mırıldandım,mırıldan:dım
asırlık,asır:lık
öğrenemedim,öğren:emedim
havlu,havlu
gerdanına,gerdan:ına
duygu,duygu
düşünceleri,düşünce:leri
nefeseydi,nefes:eydi
yolunuza,yol:unuza
düşüncelere,düşünce:lere
belirdiğini,belir:diğini
tesirleri,tesir:leri
ayakları,ayak:ları
atlayarak,atla:yarak
sarsmaya,sars:maya
zannetmem,zannet:mem
kaplumbağa,kaplumbağa
yaklaşmama,yaklaş:mama
hafızalarımızın,hafıza:larımızın
wassermann'ın,wassermann:'ın
avuç,avuç
başıboş,başıboş
soyunmak,soyun:mak
çenesi,çene:si
refikam,refika:m
sökün,sök:ün
düşünmenin,düşün:menin
vıı,vıı
kımıldıyor,kımılda:yor
yazmakta,yaz:makta
dökersem,dök:ersem
topladılar,topla:dılar
ilerlemişti,ilerle:mişti
toplar,topla:r
bağlanarak,bağla:narak
alt,alt
hiçbiri,hiçbiri
ezbere,ezbere
cidden,cidden
olabilirsiniz,ol:abilirsiniz
vermişti,ver:mişti
kumu,kum:u
günlere,gün:lere
gücenmeseler,gücen:meseler
inin,ini:n
getirecektim,getir:ecektim
iskarpinlerini,iskarpin:lerini
program,program
çaldım,çal:dım
uzatır,uzat:ır
sevmedim,sev:medim
uzatıp,uzat:ıp
bardağına,bardak:ına
havranlıydı,havran:lıydı
demiş,de:miş
olmanın,ol:manın
güne,gün:e
öğrenmek,öğren:mek
sona,son:a
beyden,bey:den
giderken,gider:ken
derslerde,ders:lerde
icat,icat
sarsmış,sars:mış
icap,icap
birincisi,birinci:si
anladığına,anla:dığına
sonu,so:nu
kayıplara,kayıp:lara
kuruladı,kuru:ladı
açtı,aç:tı
konuşamadık,konuş:amadık
saatlerde,saat:lerde
çıkarıp,çıkar:ıp
alışmış,alış:mış
iradesi,irade:si
görünüyordu,gör:ünüyordu
çıkarılıp,çıkar:ılıp
ihtimalini,ihtimal:ini
başlayanlar,başla:yanlar
öttürdü,öt:türdü
vize,vize
taraflarımı,taraf:larımı
hükümlerim,hüküm:lerim
sallamaya,salla:maya
tek,tek
tel,tel
ten,ten
verilmesi,ver:ilmesi
zabitler,zabit:ler
kulağıyla,kulak:ıyla
istiyordum,iste:iyordum
kedilerden,kedi:lerden
sıkıca,sıkı:ca
koridorda,koridor:da
dönerek,dön:erek
yürü,yürü
titredi,titre:di
ucuna,uç:una
günü,günü
susturuldu,sustur:uldu
öykümü,öykü:mü
konuşmadığım,konuş:madığım
hiçbir,hiçbir
şimşek,şimşek
dolaştıktan,dolaş:tıktan
olamayacağını,ol:amayacağını
dikkatli,dikkatli
sus,sus
gelişinde,gel:işinde
northumbria,northumbria
çıkardın,çıkar:dın
görebilmek,gör:ebilmek
hatırlayabildiğim,hatırla:yabildiğim
borçlarım,borç:larım
burasını,bura:sını
bırakmayı,bırak:mayı
manzaralar,manzara:lar
yoruluncaya,yor:uluncaya
görevlilerden,görev:lilerden
yakmadığını,yak:madığını
bakışı,bakış:ı
büyülü,büyü:lü
inmem,inme:m
perdelerin,perde:lerin
inmek,in:mek
içindeki,içinde:ki
müddetten,müddet:ten
kurtulup,kurtul:up
dersem,der:sem
saçmalarını,saçma:larını
konuştum,konuş:tum
konuştuk,konuş:tuk
dizlerindeki,diz:lerindeki
gördünüz,gör:dünüz
anlamayan,anla:mayan
ifadesi,ifade:si
benliğime,benlik:ime
beşi,beş:i
zonk,zonk
yaklaşmıştı,yaklaş:mıştı
dibindeki,dib:indeki
azarlardı,azarla:rdı
avuçlarına,avuç:larına
sürükledi,sürükle:di
talimat,talimat
mavisi,mavi:si
çekiliyor,çekil:iyor
hayvanlık,hayvan:lık
imtiyazlar,imtiyaz:lar
okuldaymışım,okul:daymışım
kızım,kız:ım
kızın,kız:ın
metrukeden,metruke:den
bilmiyorsun,bil:miyorsun
uyuşuk,uyuşuk
demin,demin
kimin,kimi:n
yatsa,yat:sa
demir,demir
tazyikini,tazyik:ini
bayağılıkla,bayağı:lıkla
yazıyor,yaz:ıyor
zavallılığın,zavallı:lığın
söyleyemeyeceğim,söyle:yemeyeceğim
anlamıyorum,anla:mıyorum
tonda,ton:da
güvendiğim,güven:diğim
varmış,var:mış
santim,santim
oradan,ora:dan
ortasına,orta:sına
karşılaşmaktan,karşılaş:maktan
sokulabilirler,sokul:abilirler
sıkılmadan,sıkıl:madan
vermeden,ver:meden
göstererek,göster:erek
düşünüyorum,düşün:üyorum
sormam,sor:mam
tanıdığını,tanıdık:ını
biliyorsunuz,bil:iyorsunuz
hakkındaki,hak:kındaki
sormak,sor:mak
yahu,yahu
aşağı,aşağı
sorduğum,sor:duğum
atkılar,atkı:lar
geldiğim,gel:diğim
eden,e:den
nerede,nere:de
bozulan,bozul:an
halinin,hal:inin
yetişmek,yetiş:mek
taksiyle,taksi:yle
kedilerinin,kedi:lerinin
yetişmen,yetiş:men
kızarak,kız:arak
yüksekliğinde,yüksek:liğinde
uzaklaşırken,uzak:laşırken
anlatayım,anlat:ayım
dışında,dışı:nda
eder,eder
bunun,bun:un
locaları,loca:ları
bahsetmişsin,bahset:mişsin
gösteriverirdi,göster:iverirdi
kahramanlık,kahraman:lık
yemeği,yemek:i
avrupa'nın,avrupa:'nın
sattıkları,sat:tıkları
kesbeden,kesbet:en
yerleştirdi,yerleş:tirdi
korkuyla,korku:yla
yemeğe,yemek:e
kanında,kan:ında
ağarmadan,ağar:madan
yaldızlarla,yaldız:larla
zavallının,zavallı:nın
elleriniz,el:leriniz
oyuncularla,oyuncu:larla
keyifle,keyif:le
oturan,otur:an
sessizlik,sessiz:lik
oturuyorsunuz,otur:uyorsunuz
olası,olası
silahlanmaya,silahlan:maya
benzerlerdi,benze:rlerdi
keyifli,keyif:li
rüyadan,rüya:dan
ısıtan,ısıt:an
kanaatin,kanaat:in
memeler,meme:ler
otururum,otur:urum
halimden,hal:imden
götürmenizi,götür:menizi
ressamım,ressam:ım
ressamın,ressam:ın
tehditlerle,tehdit:lerle
tutması,tut:ması
yedi,yedi
denizin,deniz:in
sarılıverdi,sar:ılıverdi
ağırlık,ağırlık
sıkıntısından,sıkıntı:sından
epeyce,epeyce
marazi,marazi
çalışır,çalış:ır
sessizliği,sessiz:liği
şehirde,şehir:de
konuşmadan,konuş:madan
susak,susak
romanlarda,roman:larda
korkaklığından,korkak:lığından
uzaklaştığında,uzak:laştığında
şövalye,şövalye
denecek,den:ecek
bırakmaya,bırak:maya
yapabilmem,yap:abilmem
altüst,altüst
etmeli,et:meli
tatlılar,tatlı:lar
bulmuyorlardı,bul:muyorlardı
zorlukla,zor:lukla
tesiriyle,tesir:iyle
öldürebileceği,öldür:ebileceği
almancaya,almanca:ya
endişenin,endişe:nin
harap,harap
yetişecek,yetiş:ecek
istifade,istifade
hoşlandın,hoşlan:dın
alışveriş,alışveriş
okşamak,okşa:mak
yakalandığımı,yakala:ndığımı
çevirir,çeviri:r
elektriğine,elektrik:ine
çevirip,çevir:ip
yeryüzünün,yeryüzü:nün
harekette,hareket:te
türkiye'den,türkiye:'den
kütleşmişti,küt:leşmişti
gülümsemeden,gülümse:meden
üstünü,üstün:ü
daldığını,dal:dığını
çekmeden,çek:meden
uzanıyorlar,uzan:ıyorlar
kalkardım,kalk:ardım
muhammed'in,muhammed:'in
küçüktü,küçük:tü
mevcudu,mevcut:u
sabırsızlanıyordum,sabırsızlan:ıyordum
duyacak,duy:acak
prag,prag
uğrayacak,uğra:yacak
oturdular,otur:dular
tasvir,tasvir
tanıyor,tanı:yor
döndürmüştü,dön:dürmüştü
bilemiyorum,bil:emiyorum
yürüyüşünden,yürü:yüşünden
kasabayı,kasaba:yı
merhametle,merhamet:le
yakıyor,yak:ıyor
iskarpinini,iskarpin:ini
küçüldüğü,küçül:düğü
götürdüm,götür:düm
yapmıyor,yapma:ıyor
tutuşturur,tutuştur:ur
anlatacağına,anlat:acağına
seyirciye,seyirci:ye
oynamıştı,oyna:mıştı
kesildi,kes:ildi
kıvırıyor,kıvır:ıyor
yerleştirmekten,yerleş:tirmekten
dokuzu,dokuz:u
zamanlarda,zaman:larda
benimkinde,ben:imkinde
ikna,ikna
alınca,al:ınca
gözlerinin,göz:lerinin
seyretmesi,seyret:mesi
davranacağını,davran:acağını
olmaması,ol:maması
uğrar,uğra:r
uyutulması,uyu:tulması
desteklenmeye,destekle:nmeye
düştüğümü,düş:tüğümü
usul,usul
adımlarım,adım:larım
kıvrandırmamak,kıvran:dırmamak
bulunmamıştı,bulun:mamıştı
tutmanın,tut:manın
kulakları,kulak:ları
etmedik,et:medik
izi,iz:i
adamıydım,adam:ıydım
yamalak,yamalak
kalacaktım,kal:acaktım
kilide,kilit:e
etmedim,et:medim
ağaçlığa,ağaç:lığa
hatırlayışta,hatırla:yışta
seneden,sene:den
yiyemezsin,ye:iyemezsin
üstüne,üstün:e
uygulamanın,uygulama:nın
hile,hile
şartlara,şart:lara
entarisini,entari:sini
kelimeyi,kelime:yi
öpüştüler,öpüş:tüler
hastalığı,hastalık:ı
uzaktayken,uzak:tayken
kalemle,kale:mle
vücuduyla,vücut:uyla
uymak,uy:mak
portrelerini,portre:lerini
hiçbirinin,hiçbiri:nin
çizginin,çizgi:nin
geliyorum,gel:iyorum
süratli,sürat:li
şaşkınlığımdan,şaşkın:lığımdan
süratle,süratle
sağındaki,sağ:ındaki
gelmedim,gel:medim
sessiz,sessiz
kısalırım,kısal:ırım
nihayetsiz,nihayet:siz
kuzgun,kuzgun
beğendirmek,beğen:dirmek
sempatiler,sempati:ler
manevi,manevi
korkuya,korku:ya
uyandığı,uyan:dığı
kasabaya,kasaba:ya
raflardan,raf:lardan
oluşan,oluş:an
görebiliyordu,gör:ebiliyordu
geçmemek,geç:memek
dini,dini
ümitsiz,ümit:siz
ablanız,abla:nız
ikiniz,iki:niz
otelin,otel:in
olmamasını,ol:mamasını
herkesten,herkes:ten
lemin,le:min
sıkıştıran,sıkış:tıran
düz,düz
esas,esas
