açtı,aç:tı
zelanda,zelanda
eni,en:i
umarım,umar:ım
şapkacı,şapka:cı
yeleğinin,yelek:inin
etmişti,et:mişti
büyüklükte,büyük:lükte
deliğe,delik:e
sözcükleri,sözcük:leri
yaklaştığını,yaklaş:tığını
uyandığımda,uyan:dığımda
seyretmesi,seyret:mesi
yaratık,yaratık
dönüşecek,dönüş:ecek
uçma,uç:ma
olmayacak,ol:mayacak
ver,ver
defterine,defter:ine
göremeyeceği,gör:emeyeceği
çenemdeki,çene:mdeki
isterdim,iste:rdim
kol,kol
tanışmamışsınızdır,tanış:mamışsınızdır
tanıyormuş,tanı:yormuş
kararınız,karar:ınız
bekliyorlar,bekle:iyorlar
döndüm,dön:düm
uşağın,uşak:ın
aranıp,aran:ıp
boyadığınızı,boya:dığınızı
kitabın,kitap:ın
şaşırmıştı,şaşır:mıştı
küçülmüyor,küçül:müyor
koyuldu,koy:uldu
ısırık,ısırık
adın,ad:ın
görmediği,gör:mediği
fokurdatmaya,fokur:datmaya
kedilerden,kedi:lerden
ulaşmak,ulaş:mak
şaşkın,şaşkın
perdeden,perde:den
tanımadı,tanı:madı
öğlen,öğlen
kapıya,kapı:ya
köpeğe,köpek:e
içmeden,iç:meden
plan,plan
açıklayamam,açıkla:yamam
fırsattan,fırsat:tan
altındaki,altın:daki
çalışıyordu,çalış:ıyordu
yakalayamadı,yakala:yamadı
kez,kez
ah,ah
ciyakladı,ciyakla:dı
ediyorlar,et:iyorlar
başlarının,baş:larının
taşlarının,taş:larının
lütuf,lütuf
alması,al:ması
durmuştu,dur:muştu
düşledi,düşle:di
asarak,as:arak
gerçekleşti,gerçekleş:ti
mutlulukla,mutlu:lukla
mahkemeye,mahkeme:ye
düşes,düşes
kesiliyordu,kes:iliyordu
çıktıklarını,çık:tıklarını
birazdan,biraz:dan
verseydi,ver:seydi
ormandaki,orman:daki
ahbap,ahbap
hazırdı,hazır:dı
korkarım,kork:arım
baş,baş
kilide,kilit:e
kilitliydi,kilit:liydi
gitmek,git:mek
kupa,kupa
tat,tat
ayağından,ayak:ından
anlıyor,anla:ıyor
yatan,yat:an
derinliğinde,derin:liğinde
döndüğümde,dön:düğümde
bankın,bank:ın
seferki,sefer:ki
çorbaya,çorba:ya
yapamazlar,yap:amazlar
sertçe,sert:çe
uyuklayan,uyukla:yan
hükümdarlığı,hükümdar:lığı
muzaffer,muzaffer
kriket,kriket
kumlar,kumla:r
eldivenle,eldiven:le
bekleyeyim,bekle:yeyim
çiçeğinin,çiçek:inin
başlarından,baş:larından
kararlı,kararlı
kalp,kalp
efendim,efendi:m
iskambil,iskambil
yada,yad:a
yazın,yazın
ihtiyacınız,ihtiyaç:ınız
durmayın,dur:mayın
susun,sus:un
kullandıktan,kullan:dıktan
kanıtlamaz,kanıtla:maz
kesmelisin,kesme:lisin
aramaya,arama:ya
dur,dur
karşılık,karşılık
yürüyen,yürü:yen
mutludur,mutlu:dur
dalgacıklar,dalga:cıklar
bile,bile
anladığı,anla:dığı
anlatmaya,anlat:maya
yaş,yaş
söylüyordu,söyle:üyordu
büyümem,büyü:mem
haltlar,halt:lar
aç,aç
şunlar,şu:nlar
çekebilecek,çek:ebilecek
başlarını,baş:larını
böyle,böyle
üstünden,üstün:den
uzaktan,uzak:tan
şıpırtıları,şıpırtı:ları
yüksek,yüksek
etrafına,etraf:ına
korunması,koru:nması
dikeninin,diken:inin
önüne,ön:üne
yanıtlar,yanıtla:r
söylediğin,söyle:diğin
bakışlarla,bakış:larla
büyüyorum,büyü:yorum
kuşun,kuş:un
kestiremiyordu,kestir:emiyordu
endişeliydi,endişe:liydi
yaparsanız,yap:arsanız
ormana,orman:a
hayallerini,hayal:lerini
durumdaysa,durum:daysa
kaçıp,kaç:ıp
ıstakozla,ıstakoz:la
oturuverdi,otur:uverdi
indirip,indir:ip
uzaklaşırken,uzak:laşırken
görünmüyorum,gör:ünmüyorum
zorundayım,zor:undayım
konuşmasıydı,konuş:masıydı
kalmıyordu,kal:mıyordu
açılan,açıl:an
kadrili,kadril:i
enine,en:ine
kanıt,kanıt
ye,ye
hayali,hayali
yanıtı,yanıt:ı
boş,boş
öttürdü,öt:türdü
geçse,geç:se
insan,insan
bağrışmaya,bağrış:maya
dayayıp,daya:yıp
misiniz,mis:iniz
hakkındaki,hak:kındaki
önemli,önemli
kalmasıdır,kal:masıdır
atıldı,atıl:dı
kartondan,karton:dan
ellerinde,el:lerinde
olmazdı,ol:mazdı
yanıldığını,yanıl:dığını
çalışabilirsin,çalış:abilirsin
yerleşti,yerleş:ti
dünyayı,dünya:yı
epey,epey
gördüğümü,gör:düğümü
bilmiyorum,bil:miyorum
ananas,ananas
hatırlayamıyorum,hatırla:yamıyorum
göremezse,gör:emezse
çenen,çene:n
getirmeye,getir:meye
alıştı,alış:tı
kalabalığın,kalabalık:ın
kuşları,kuş:ları
nereye,nere:ye
konuşabileceğim,konuş:abileceğim
bakınmaya,bakın:maya
beğenirim,beğen:irim
sular,sula:r
iç,iç
üretiyordu,üret:iyordu
marpucunu,marpuç:unu
terbiyeli,terbiye:li
kesilecekti,kes:ilecekti
sormuştum,sor:muştum
istediğine,iste:diğine
bakınıp,bakın:ıp
sözler,sözle:r
mığrıydı,mık:rıydı
denizin,deniz:in
yazacakları,yaz:acakları
ölçüler,ölçü:ler
çorba,çorba
istemedi,iste:medi
oğlumu,oğul:umu
mektup,mektup
lambayla,lamba:yla
içini,için:i
zorundasın,zor:undasın
çatısına,çatı:sına
bildiklerimi,bil:diklerimi
ayrıldıktan,ayrıl:dıktan
yerlerimizi,yer:lerimizi
girişinin,giriş:inin
sıraya,sıra:ya
halimle,halim:le
yağmuru,yağmur:u
gürültüsü,gürültü:sü
doğal,doğal
kalkarsa,kalk:arsa
fakat,fakat
kilitler,kilitle:r
çeşitli,çeşitli
yüzmekten,yüz:mekten
azarlarım,azarla:rım
gününde,günü:nde
etkilemez,etkile:mez
kenarından,kenar:ından
cebine,cebin:e
sıçrayan,sıçra:yan
kahkaha,kahkaha
ölüm,ölüm
titreyen,titre:yen
öfkesinden,öfke:sinden
alıyordu,al:ıyordu
saksağan,saksağan
okuduğunuz,oku:duğunuz
est,es:t
perende,perende
konuşabilecek,konuş:abilecek
şimdiye,şimdi:ye
durun,duru:n
sanır,sanı:r
işitmedim,işit:medim
kış,kış
sırıtması,sırıt:ması
salonunda,salon:unda
emirler,emir:ler
bitenlerden,bit:enlerden
gelmiyor,gel:miyor
havuzda,havuz:da
keyiflenince,keyif:lenince
boyunca,boyun:ca
zavallının,zavallı:nın
değişme,değiş:me
gerekmişti,gerek:mişti
kısılır,kısıl:ır
zaten,zaten
tahtasının,tahta:sının
unuttuğunu,unut:tuğunu
davransın,davran:sın
arasında,ara:sında
olmuştur,ol:muştur
yüklüyorlar,yükle:üyorlar
koyar,koyar
gördü,gör:dü
tarafına,taraf:ına
çıkıncaya,çıkın:caya
bilgisini,bilgi:sini
duyabiliyordu,duy:abiliyordu
diğerinden,diğer:inden
şeydi,şey:di
boynu,boyun:u
unutmazlar,unut:mazlar
üyelerine,üye:lerine
mezgitle,mezgit:le
öğretmenine,öğretmen:ine
santimetre,santimetre
ucu,uç:u
tepesinden,tepe:sinden
bükülen,bük:ülen
şeklindeydi,şekli:ndeydi
fareleri,fare:leri
karşılarında,karşı:larında
bilmiyordum,bil:miyordum
açıkladı,açıkla:dı
tarlada,tarla:da
rahatça,rahat:ça
üzerinden,üzeri:nden
şapka,şapka
koruyun,koru:yun
yakında,yakın:da
uygulanmasını,uygula:nmasını
hayalinde,hayali:nde
kurtulup,kurtul:up
görünüyorlardı,gör:ünüyorlardı
anlamına,anlam:ına
attığını,at:tığını
baksana,bak:sana
yapmak,yap:mak
taşıdı,taşı:dı
öne,ön:e
zehirli,zehir:li
anlam,anlam
kelimeyi,kelime:yi
karşılaşırsınız,karşılaş:ırsınız
izledi,izle:di
verdiği,ver:diği
gelmediğini,gel:mediğini
tarafındayım,taraf:ındayım
ismi,isim:i
değişiklik,değişik:lik
aramızda,ara:mızda
çıkarırdım,çıkar:ırdım
çocuklarım,çocuk:larım
yazmayı,yazma:yı
verdiğim,ver:diğim
teşekkür,teşekkür
unutmadığı,unut:madığı
oyuncularla,oyuncu:larla
görünürdü,görünür:dü
kırmızıya,kırmızı:ya
olmuş,ol:muş
tavşanına,tavşan:ına
olduğu,ol:duğu
uzayıp,uza:yıp
fincanı,fincan:ı
suratlı,surat:lı
çare,çare
başlayalım,başla:yalım
güvenimiz,güven:imiz
mı,mı
dinlenmek,dinlen:mek
peruğun,peruk:un
çalışmak,çalış:mak
diğerlerinin,diğer:lerinin
bağlı,bağlı
doğrularak,doğrul:arak
kanarya,kanarya
umduğu,um:duğu
yaparken,yap:arken
kızgındı,kızgın:dı
verirken,ver:irken
danstır,dans:tır
beş,beş
serdi,ser:di
düşündeki,düşün:deki
korktu,kork:tu
susturabilmek,sustur:abilmek
yakmalıyız,yak:malıyız
yanından,yan:ından
koşmayı,koş:mayı
yarar,yarar
öğrettiği,öğret:tiği
büyümesi,büyü:mesi
yüzdüğünden,yüz:düğünden
söylemem,söyle:mem
hadi,hadi
şapkanı,şapka:nı
somonlar,somon:lar
beklemekte,bekle:mekte
nihayet,nihayet
keresinde,keres:inde
dalların,dal:ların
bilgim,bilgi:m
kurulu,kurulu
ağırbaşlı,ağırbaşlı
diz,diz
ön,ön
konuşmalar,konuş:malar
lewis,lewis
kabını,kap:ını
şekerlemesi,şekerleme:si
oğlanı,oğlan:ı
sıçradı,sıçra:dı
konusunu,konu:sunu
sıkışmışlardı,sıkış:mışlardı
sebebini,sebep:ini
taşımıyordu,taşı:mıyordu
selamlamak,selamla:mak
bitmeyen,bit:meyen
çayla,çay:la
bölüm,bölüm
çökecek,çök:ecek
gösteren,göster:en
çekti,çek:ti
boğazında,boğaz:ında
çıktığını,çık:tığını
vatansever,vatansever
halde,hal:de
yumuşak,yumuşak
edwin,edwin
suçlu,suçlu
aldırmış,aldır:mış
öyle,öyle
kesilecek,kes:ilecek
gurur,gurur
toplamanın,topla:manın
oğuşturuyordu,oğuştur:uyordu
ufak,ufak
yapılır,yapıl:ır
ürpertiyle,ürperti:yle
tavşanın,tavşan:ın
fırlatırken,fırla:tırken
kavga,kavga
duymamıştı,duy:mamıştı
yapışmış,yapış:mış
kalemi,kalem:i
sevindim,sevin:dim
edilenlerin,et:ilenlerin
dönüşüp,dönüş:üp
anlayamıyorum,anla:yamıyorum
canını,can:ını
dövüş,dövüş
bulabilmeyi,bul:abilmeyi
gittiler,git:tiler
hapishanedeydi,hapishane:deydi
cezamı,ceza:mı
göstermek,göster:mek
canımı,can:ımı
düşünde,düşün:de
başlangıcı,başlangıç:ı
takla,takla
söylemişti,söyle:mişti
bozan,boza:n
çaydan,çay:dan
çiçeklere,çiçek:lere
çabuk,çabuk
uzayıncaya,uza:yıncaya
yazdıklarını,yaz:dıklarını
müthiş,müthiş
desteklenen,destekle:nen
al,al
taraftan,taraf:tan
bitirmiş,bitir:miş
bey,bey
çığlıkları,çığlık:ları
oğlan,oğlan
dönerdi,döner:di
panterse,panter:se
sersem,sersem
eşlerinizi,eş:lerinizi
baksan,bak:san
görebilmek,gör:ebilmek
eşit,eşit
oyundaki,oyun:daki
iyiydi,iyi:ydi
taş,taş
duyan,duy:an
dayanamazdı,dayan:amazdı
salonda,salon:da
mutsuz,mutsuz
evde,ev:de
renkli,renk:li
kolaydı,kolay:dı
gözüktü,gözük:tü
yarasa,yarasa
oynamaya,oyna:maya
koşarak,koş:arak
sabahın,sabah:ın
affetmeyecek,affet:meyecek
yuvarlansam,yuvarla:nsam
biteni,bit:eni
kıkırdadılar,kıkırda:dılar
unuttum,unut:tum
düşsem,düş:sem
buydu,buy:du
sesiyle,ses:iyle
kardeşinin,kardeş:inin
dirseği,dirsek:i
etmeye,et:meye
kapılar,kapıl:ar
buyurduğu,buyur:duğu
araba,araba
herkesten,herkes:ten
modern,modern
kızgınlığını,kızgın:lığını
numarası,numara:sı
yükseklerde,yüksek:lerde
konu,konu
içmeseydim,iç:meseydim
merakla,merak:la
tünel,tünel
inildiyordu,inilde:iyordu
hıçkırıklarla,hıçkırık:larla
etkisi,etki:si
ortaya,ortay:a
işler,işle:r
kıtayla,kıta:yla
olduğuydu,ol:duğuydu
altın,altın
oturumu,oturum:u
yürümeye,yürü:meye
ağladığında,ağla:dığında
pençelerine,pençe:lerine
hızını,hız:ını
kavuşmak,kavuş:mak
yürüyorlardı,yürü:yorlardı
okuldaymışım,okul:daymışım
vurgulayarak,vurgula:yarak
gidiyorum,git:iyorum
kazanmış,kazan:mış
düşünceler,düşünce:ler
endişe,endişe
yürürken,yürü:rken
bilemedi,bile:medi
tepsisi,tepsi:si
yerin,yerin
vuruyordu,vur:uyordu
kavgacı,kavga:cı
öğretmenimiz,öğretmen:imiz
deliği,delik:i
idam,idam
gidelim,git:elim
kemirmeye,kemir:meye
anlatamıyorum,anlat:amıyorum
boyun,boyun
tıkırdamıyordu,tıkırda:mıyordu
domuzların,domuz:ların
hepiniz,hep:iniz
hepsiyle,hepsi:yle
geçmesi,geç:mesi
çorbadan,çorba:dan
resimler,resim:ler
kutu,kutu
gücüyle,güç:üyle
halledildi,hallet:ildi
üzereyken,üzere:yken
çek,çek
hayvanla,hayvan:la
kimin,kimi:n
kızdığım,kız:dığım
sevinç,sevinç
yeşili,yeşil:i
şoku,şok:u
evi,ev:i
olmayan,ol:mayan
dışarı,dışarı
dilerdim,dile:rdim
tereyağının,tereyağ:ının
çıktığında,çık:tığında
ortada,orta:da
denizde,deniz:de
görünmedikçe,gör:ünmedikçe
takıldı,tak:ıldı
sıcak,sıcak
görevini,görev:ini
görevlilerden,görev:lilerden
kıpırdamadı,kıpırda:madı
zorundadır,zor:undadır
başınızın,baş:ınızın
açıklamasını,açıkla:masını
bukleleri,bukle:leri
kıpırdamadan,kıpırda:madan
hazırlanmış,hazırla:nmış
gözlerini,göz:lerini
doğruysa,doğru:ysa
bakmaya,bak:maya
zorlanıyordu,zorla:nıyordu
sesin,ses:in
yarasalar,yarasa:lar
kertenkelenin,kertenkele:nin
öhö,öhö
onlara,onlar:a
mesajda,mesaj:da
geliyor,gel:iyor
sarılıp,sarıl:ıp
düzine,düzine
karşı,karşı
başım,baş:ım
kedilerinin,kedi:lerinin
ansızın,ansızın
teleskop,teleskop
gönülsüzce,gönül:süzce
köşelerden,köşe:lerden
kazanını,kazan:ını
imza,imza
yüzünü,yüz:ünü
huyunu,huy:unu
öykü,öykü
denizinin,deniz:inin
çıkardın,çıkar:dın
sordular,sor:dular
öldürürler,öldür:ürler
koş,koş
korkuya,korku:ya
taşıyan,taşı:yan
teklifiniz,teklif:iniz
demirini,demiri:ni
kendimi,kendi:mi
çıkılacağını,çık:ılacağını
arkadaşıyla,arkadaş:ıyla
fırsatı,fırsat:ı
normalden,normal:den
lider,lider
varsa,var:sa
ablası,abla:sı
uyardı,uyar:dı
paylaşırlarken,paylaş:ırlarken
açmadan,açma:dan
terbiyesizlik,terbiye:sizlik
uzatmalarını,uzat:malarını
vermek,ver:mek
yüzerek,yüz:erek
yeterince,yeterince
hah,hah
sahil,sahil
böylesine,böylesi:ne
in,in
boşluğa,boşluk:a
vahşi,vahşi
çocukları,çocuk:ları
koşuyor,koş:uyor
çekilirsiniz,çekil:irsiniz
gelenin,geleni:n
bukleler,bukle:ler
aslana,aslan:a
salyangoza,salyangoz:a
açısından,açı:sından
toplandıklarında,toplan:dıklarında
gönüllülükle,gönüllü:lükle
şaşarak,şaş:arak
veya,veya
birindeki,biri:ndeki
dek,dek
salyangoz,salyangoz
yöneltmenin,yöneltme:nin
aşağı,aşağı
tutabildi,tut:abildi
yaşarken,yaşa:rken
yanımızda,yan:ımızda
olacağını,ol:acağını
acaba,acaba
ingilizce,ingilizce
atıştık,atış:tık
olduğunuzu,ol:duğunuzu
çıkabilecek,çık:abilecek
şarkıyı,şarkı:yı
geldim,gel:dim
konuşarak,konuş:arak
içindekini,içinde:kini
olmuyordu,ol:muyordu
faresi,fare:si
büyüktü,büyük:tü
beni,ben:i
yemek,yemek
zalim,zalim
görebiliyorum,gör:ebiliyorum
götürsem,götür:sem
cevap,cevap
kırılması,kır:ılması
düştüklerinde,düş:tüklerinde
oluyordu,ol:uyordu
bazen,bazen
yordu,yor:du
kaplı,kaplı
oturacağım,oturacak:ım
sardı,sar:dı
tarafta,taraf:ta
çocukluk,çocuk:luk
korkmam,kork:mam
çıkmaya,çıkma:ya
ani,ani
asıyordu,as:ıyordu
oynarken,oyna:rken
küreklerle,kürek:lerle
sırıtma,sırıt:ma
aslan,aslan
olmadığına,olmadık:ına
bahçıvan,bahçıvan
başlayacağımı,başla:yacağımı
sevinmişti,sevin:mişti
bildiğim,bil:diğim
genç,genç
paravan,paravan
bulamadım,bula:madım
yaşıyor,yaşa:ıyor
bembeyaz,bembeyaz
yanında,yan:ında
kaynaklandığını,kaynaklan:dığını
bakarsanız,bak:arsanız
kilidine,kilit:ine
arıyor,ara:ıyor
çektiğini,çek:tiğini
durmasının,dur:masının
çıkacağını,çık:acağını
kaldırıp,kaldır:ıp
biriysem,biri:ysem
üzerindeki,üzeri:ndeki
konuşma,konuş:ma
kollarım,kolla:rım
alışıldığı,alış:ıldığı
keyiflendiğimde,keyif:lendiğimde
tepiniyor,tepin:iyor
köklerini,kök:lerini
anımsattı,anımsat:tı
dibindeki,dib:indeki
ağrımaya,ağrı:maya
söylenirken,söylen:irken
heyecanlı,heyecan:lı
kesilip,kes:ilip
umduğundan,um:duğundan
sözün,söz:ün
göre,göre
kızgınlıkla,kızgın:lıkla
çenesinin,çene:sinin
gibiydi,gibi:ydi
anlardım,anla:rdım
bacasından,baca:sından
olmadan,ol:madan
yaratıklar,yaratık:lar
bırakmıştı,bırak:mıştı
hıçkırıklarının,hıçkırık:larının
uygulanabilir,uygula:nabilir
atmak,at:mak
meltem,meltem
yaşlıyım,yaşlı:yım
mutlaka,mutlaka
havuzunda,havuz:unda
üzgündü,üzgün:dü
sallanan,salla:nan
ayaklarını,ayak:larını
artık,artık
kazanan,kazan:an
kısacası,kısa:cası
karışacak,karış:acak
serin,serin
yerdeyim,yer:deyim
tartıştım,tartış:tım
dirseğime,dirsek:ime
komutları,komut:ları
ürkek,ürkek
zorlandı,zorla:ndı
bakıyormuş,bak:ıyormuş
taşırsın,taşır:sın
duymadın,duy:madın
yazıyorlar,yaz:ıyorlar
giymişti,giy:mişti
bitmişti,bit:mişti
kurtulmuş,kurtul:muş
santimdi,santim:di
bana,ban:a
kalbini,kalbi:ni
giderseniz,gider:seniz
özür,özür
konuşacak,konuş:acak
kirpisi,kirpi:si
ağırlığı,ağırlık:ı
ileride,ileri:de
sevimli,sevimli
tıkırdama,tıkırda:ma
dürüst,dürüst
yapılmış,yapıl:mış
astı,ast:ı
olurdum,ol:urdum
görünmeden,gör:ünmeden
alanı,alan:ı
çocuklarına,çocuk:larına
gelirdi,gelir:di
dizeler,dize:ler
düşüncelerin,düşünce:lerin
azarlardı,azarla:rdı
başlayacağı,başla:yacağı
şarap,şarap
yarayacak,yara:yacak
oradaki,ora:daki
kalkın,kalkın
söylediklerimizde,söyle:diklerimizde
geçti,geç:ti
çörek,çörek
söylüyorsun,söyle:üyorsun
açıldığını,açıl:dığını
alkışladılar,alkışla:dılar
inmem,inme:m
dertli,dert:li
biriyle,biri:yle
yarışı,yarış:ı
bahçıvanlara,bahçıvan:lara
hafta,hafta
fazlasını,fazla:sını
istediğin,iste:diğin
bense,ben:se
kendine,kendi:ne
işiyle,iş:iyle
fikrini,fikir:ini
salon,salon
uzattı,uzat:tı
yaparak,yap:arak
varmadan,var:madan
sol,sol
şapkacının,şapka:cının
otururken,otur:urken
gereken,gerek:en
kere,kere
gitme,git:me
sayın,sayın
derin,derin
asık,asık
eğildi,eğil:di
öylesine,öyle:sine
parmakla,parmakla
geçirdi,geçir:di
kesmekten,kes:mekten
biliriz,bil:iriz
kanıtlar,kanıtla:r
arkamızdaki,arka:mızdaki
tümsek,tümsek
tavşan,tavşan
olarak,ol:arak
bildiğin,bil:diğin
asıl,asıl
zar,zar
turtalar,turta:lar
koltuğunun,koltuk:unun
papa,papa
oturup,otur:up
bilmiyorsanız,bil:miyorsanız
keşke,keşke
dönerken,döner:ken
olmanın,ol:manın
andan,an:dan
gittim,git:tim
büyüyordu,büyü:yordu
ayakkabı,ayakkabı
isterse,iste:rse
yılansın,yılan:sın
olmuyor,ol:muyor
ateşin,ateşin
bakalım,bak:alım
ağızlarında,ağız:larında
dolaştı,dolaş:tı
okul,okul
yalnız,yalnız
öykünü,öykü:nü
bulunarak,bulun:arak
okuyordum,oku:yordum
geleceğimden,gelecek:imden
çıkaramazlar,çıkar:amazlar
bakmalısınız,bak:malısınız
sessizdiler,sessiz:diler
çiftlik,çiftlik
önemi,önem:i
zamanı,zaman:ı
gördüğü,gör:düğü
çıkaranın,çıkar:anın
düğüm,düğüm
yol,yol
olmasını,ol:masını
locasına,loca:sına
gül,gül
bahsetmeseydim,bahset:meseydim
pekmezi,pekmez:i
titredi,titre:di
kızarmış,kızar:mış
anlatayım,anlat:ayım
tarafındaki,taraf:ındaki
lütfen,lütfen
tarlaları,tarla:ları
kendisiyle,kendi:siyle
tavşanlardan,tavşan:lardan
dizenin,dize:nin
tavşanını,tavşan:ını
görür,görü:r
sormam,sor:mam
selam,selam
cinsten,cins:ten
güzergah,güzergah
sallayarak,salla:yarak
katlanmış,katlan:mış
ezginin,ezgin:in
kıvrılabiliyor,kıvrıl:abiliyor
başlarına,baş:larına
rastladığı,rastla:dığı
olabilirsiniz,ol:abilirsiniz
telaşlanma,telaşlan:ma
toparlandı,toparla:ndı
söyleniyordu,söylen:iyordu
hoşnutsuzluğunu,hoşnutsuz:luğunu
öğrenmiş,öğren:miş
pastalara,pasta:lara
doğrudur,doğru:dur
normal,normal
kuyruğunun,kuyruk:unun
şuna,şu:na
unutuyordum,unut:uyordum
aldırmazdı,aldır:mazdı
yürüyüp,yürü:yüp
altısı,altı:sı
dibine,dib:ine
bire,bir:e
bölümüne,bölüm:üne
sarayın,saray:ın
tekrarlamaktan,tekrarla:maktan
çık,çık
dinleyeceğim,dinle:yeceğim
tokasını,toka:sını
alışkanlıklarımı,alışkanlık:larımı
burası,bura:sı
boyum,boy:um
yolu,yol:u
korkarak,kork:arak
atışımı,atış:ımı
yirminci,yirmi:nci
doğruları,doğru:ları
neden,neden
eliniz,el:iniz
vardı,vard:ı
karşısına,karşı:sına
gene,gene
götürdü,götür:dü
kanatlarını,kanat:larını
uykusunu,uyku:sunu
sırıtan,sırıt:an
dertleriyle,dert:leriyle
yazılmış,yaz:ılmış
kirpiye,kirpi:ye
büyüyor,büyü:yor
başlasın,başla:sın
umurunda,umur:unda
kaçmasın,kaç:masın
biriydim,biri:ydim
buranın,bura:nın
kesildi,kes:ildi
omuzunun,omuz:unun
yavaş,yavaş
haftadır,hafta:dır
bacaklarım,bacak:larım
sanmıyorum,san:mıyorum
almamıştım,al:mamıştım
topluluk,topluluk
ortasından,orta:sından
elleri,el:leri
gevşek,gevşek
unutmuştu,unut:muştu
diğerinde,diğer:inde
saçı,saçı
gördüklerinden,gör:düklerinden
söylemedim,söyle:medim
şunları,şu:nları
içinin,için:in
öfkeyle,öfke:yle
gülümsüyordu,gülümse:üyordu
dar,dar
seslendi,sesle:ndi
hatırlamaya,hatırla:maya
görünmeyecek,gör:ünmeyecek
üsteledi,üstele:di
sevinçle,sevinç:le
kalabilirsin,kal:abilirsin
gitmemişlerdi,git:memişlerdi
tut,tut
istersin,iste:rsin
başarıyla,başarı:yla
anımsamıyorsam,anımsa:mıyorsam
saklamıştı,sakla:mıştı
şaşkınlıkla,şaşkın:lıkla
sahasına,saha:sına
ama,ama
ses,ses
yokluğundan,yokluk:undan
varabilirim,var:abilirim
fikri,fikir:i
neye,ney:e
bulunmamıştı,bulun:mamıştı
fısıldayarak,fısılda:yarak
yaşta,yaş:ta
gerekiyor,gerek:iyor
yoktu,yok:tu
uygun,uygun
şunun,şu:nun
göründüğünden,gör:ündüğünden
olmaz,ol:maz
yengeçti,yengeç:ti
sonra,sonra
yaratıktı,yaratık:tı
tarafa,taraf:a
papağan,papağan
uydurdun,uydur:dun
komik,komik
fikir,fikir
biberdir,biber:dir
yarışıdır,yarış:ıdır
gördüğünüz,gör:düğünüz
topladılar,topla:dılar
bıraksan,bırak:san
hoşlanıyordu,hoşlan:ıyordu
olamayacağı,ol:amayacağı
hızıyla,hız:ıyla
güçlük,güçlük
ihtimalim,ihtimal:im
ısırıp,ısır:ıp
tutuyorlardı,tut:uyorlardı
kükredi,kükre:di
şaşırdı,şaşır:dı
resmine,resmi:ne
olabildiğince,ol:abildiğince
mum,mum
bağlayın,bağla:yın
celladın,cellat:ın
sorunu,sorun:u
norman,norman
insanları,insan:ları
şaştı,şaş:tı
konuşabiliyordur,konuş:abiliyordur
fikriniz,fikir:iniz
kıyaslandığında,kıyasla:ndığında
gagası,gaga:sı
bölümü,bölüm:ü
sudan,sudan
yaşlarımda,yaş:larımda
yerde,yer:de
değildir,değil:dir
kardeş,kardeş
güneşte,güneş:te
çembere,çember:e
ekmişiz,ek:mişiz
yatıştırıcı,yatıştırıcı
gözüyle,göz:üyle
içiyorlardı,iç:iyorlardı
birinin,biri:nin
kapısına,kapı:sına
meşguldü,meşgul:dü
yazan,yaz:an
duvarların,duvar:ların
cesur,cesur
hangisini,hangi:sini
isterim,isteri:m
olmayacaksa,ol:mayacaksa
senden,sen:den
vuracağı,vur:acağı
harfi,harf:i
uzunca,uzun:ca
düşürmüş,düşür:müş
tartışmak,tartış:mak
parça,parça
karamela,karamela
kayıplara,kayıp:lara
telaşlı,telaşlı
başardı,başar:dı
devirdiği,devir:diği
olmuştu,ol:muştu
açıldığı,açıl:dığı
durmaktan,dur:maktan
uğraşamam,uğraş:amam
soruyordu,sor:uyordu
uyudun,uyu:dun
etmek,et:mek
kafasını,kafa:sını
sayılır,sayılı:r
uçarak,uç:arak
sona,son:a
adım,adım
yürü,yürü
indi,indi
yukarı,yukarı
koştular,koş:tular
duruşu,dur:uşu
lazım,lazım
çimdiklemek,çimdikle:mek
almakla,al:makla
şapkacıyı,şapka:cıyı
yanıtlamak,yanıtla:mak
miydim,mi:ydim
yerine,yerin:e
atarsınız,ata:rsınız
zamanında,zaman:ında
kıpırdayamadığı,kıpırda:yamadığı
takma,takma
başpiskopos,başpiskopos
alırken,al:ırken
figürü,figür:ü
yeterli,yeterli
le,le
şöyleydi,şöyle:ydi
dikkate,dikkat:e
özellikle,özellik:le
haydi,haydi
ilginçmiş,ilginç:miş
saçmaydı,saçma:ydı
sahilde,sahil:de
tırmalayarak,tırmala:yarak
kuluçkaya,kuluçka:ya
ısırır,ısır:ır
oturun,otur:un
başı,baş:ı
başkası,başka:sı
tamam,tamam
seçimini,seçim:ini
bahçesinden,bahçe:sinden
saygılı,saygı:lı
yazılması,yaz:ılması
size,siz:e
uğradı,uğra:dı
tepesindeki,tepe:sindeki
şeyler,şey:ler
kıyıda,kıyı:da
bulmaca,bulmaca
gözlemekte,gözle:mekte
getiririm,getir:irim
çıkarmadan,çıkarma:dan
güvercinin,güvercin:in
bacaları,baca:ları
dışına,dışı:na
kavanozu,kavanoz:u
ciddiyetle,ciddiyet:le
faraş,faraş
ödülleri,ödül:leri
ister,iste:r
sesi,ses:i
bilemiyorum,bil:emiyorum
konuda,konu:da
demesi,dem:esi
sustuktan,sus:tuktan
gürültüyü,gürültü:yü
olsaydın,ol:saydın
söyledin,söyle:din
aziz,aziz
yer,yer
flamingosunu,flamingo:sunu
halbuki,halbuki
kancalara,kanca:lara
ağabeyinin,ağabey:inin
